diagnosis,group,snomed_code,snomed_code_name
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",86553761000119103,Cerebrovascular accident due to occlusion of bilateral posterior cerebral arteries (disorder)
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",870544005,Occlusion of distal basilar artery
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",870579007,Occlusion of branch of basilar artery
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",87555007,Claude's syndrome
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",898941951000119108,Cerebrovascular accident due to occlusion of bilateral vertebral arteries (disorder)
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",90099008,Subcortical leukoencephalopathy
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",915141931000119109,Cerebrovascular accident due to embolism of basilar artery (disorder)
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",91601000119109,Sequela of thrombotic stroke (disorder)
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",939885431000119109,Cerebrovascular accident due to embolism of bilateral middle cerebral arteries (disorder)
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",95457000,Brain stem infarction
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",95460007,Cerebellar infarction
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",957319791000119104,Cerebrovascular accident due to thrombosis of left cerebellar artery (disorder)
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",95830009,Pituitary infarction (disorder)
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",9901000119100,Occlusion of cerebral artery with stroke (disorder)
Ischaemic stroke,"Stroke, transient ischaemic attack and vascular dementia",99451000119105,Cerebral infarction due to stenosis of carotid artery (disorder)
Mitral valve disease,Cardiac valve diseases,1034211000000100,Transcatheter mitral valve implantation using fluoroscopic guidance
Mitral valve disease,Cardiac valve diseases,10809641000119100,Mitral valve disorder in mother complicating childbirth
Mitral valve disease,Cardiac valve diseases,109431006,Ebstein-like malformation of mitral valve
Mitral valve disease,Cardiac valve diseases,1119299008,Mitral regurgitation due to congenital abnormality of mitral subvalvular apparatus
Mitral valve disease,Cardiac valve diseases,1119300000,Mitral regurgitation due to acquired abnormality of mitral subvalvular apparatus
Mitral valve disease,Cardiac valve diseases,1137687006,Regurgitation of left (non-mitral) atrioventricular valve
Mitral valve disease,Cardiac valve diseases,1142308000,Mitral valve regurgitation due to acute myocardial infarction
Mitral valve disease,Cardiac valve diseases,1155719000,Rheumatic mitral valve obstruction
Mitral valve disease,Cardiac valve diseases,11851006,Mitral valve disorder
Mitral valve disease,Cardiac valve diseases,1241000119109,History of mitral valve replacement
Mitral valve disease,Cardiac valve diseases,174917006,Mitral valve: [plastic repair] or [replacement]
Mitral valve disease,Cardiac valve diseases,174918001,Homograft mitral valve replacement
Mitral valve disease,Cardiac valve diseases,174919009,Xenograft mitral valve replacement
Mitral valve disease,Cardiac valve diseases,174920003,Prosthetic mitral valve replacement (& [Bjork Shiley] or [Carpentier Edwards])
Mitral valve disease,Cardiac valve diseases,174960002,Revision of plastic repair of mitral valve
Mitral valve disease,Cardiac valve diseases,174980001,Annuloplasty of mitral valve
Mitral valve disease,Cardiac valve diseases,186875004,Syphilitic endocarditis of mitral valve
Mitral valve disease,Cardiac valve diseases,194726006,Mitral stenosis with insufficiency
Mitral valve disease,Cardiac valve diseases,194727002,Non-rheumatic mitral valve stenosis
Mitral valve disease,Cardiac valve diseases,194735004,Mitral insufficiency and aortic stenosis
Mitral valve disease,Cardiac valve diseases,194978002,Non-rheumatic mitral regurgitation
Mitral valve disease,Cardiac valve diseases,195004008,Disorders of both mitral and tricuspid valves
Mitral valve disease,Cardiac valve diseases,204319006,Lutembacher's syndrome
Mitral valve disease,Cardiac valve diseases,204362007,Parachute malformation of mitral valve
Mitral valve disease,Cardiac valve diseases,204363002,Supernumerary cusps of the mitral valve
Mitral valve disease,Cardiac valve diseases,204402008,Fusion of mitral valve cusps
Mitral valve disease,Cardiac valve diseases,23063005,Congenital atresia of mitral valve
Mitral valve disease,Cardiac valve diseases,232744004,Mitral annuloplasty using ring
Mitral valve disease,Cardiac valve diseases,232745003,Plication annuloplasty of mitral valve
Mitral valve disease,Cardiac valve diseases,232765005,Excision of supramitral valve ring
Mitral valve disease,Cardiac valve diseases,232767002,Decalcification of implanted mitral valve
Mitral valve disease,Cardiac valve diseases,232770003,Balloon dilatation of implanted mitral valve
Mitral valve disease,Cardiac valve diseases,232773001,Bjork-Shiley prosthetic replacement of mitral valve
Mitral valve disease,Cardiac valve diseases,232777000,Replacement of implanted mitral valve
Mitral valve disease,Cardiac valve diseases,233856001,Mitral restenosis
Mitral valve disease,Cardiac valve diseases,233858000,Familial mitral valve prolapse
Mitral valve disease,Cardiac valve diseases,233860003,Post-infarction mitral papillary muscle rupture
Mitral valve disease,Cardiac valve diseases,233861004,Functional mitral regurgitation
Mitral valve disease,Cardiac valve diseases,250987007,Prosthetic mitral valve regurgitation
Mitral valve disease,Cardiac valve diseases,250988002,Paraprosthetic mitral regurgitation
Mitral valve disease,Cardiac valve diseases,250989005,Mitral cusp prolapse
Mitral valve disease,Cardiac valve diseases,250990001,Ischemic mitral valve dysfunction
Mitral valve disease,Cardiac valve diseases,250999000,Rheumatic mitral valve leaflet changes
Mitral valve disease,Cardiac valve diseases,251001002,Mitral sub-valve apparatus calcification
Mitral valve disease,Cardiac valve diseases,251002009,Mitral valve annular calcification
Mitral valve disease,Cardiac valve diseases,251003004,Torn mitral leaflet
Mitral valve disease,Cardiac valve diseases,251004005,Masses on mitral apparatus
Mitral valve disease,Cardiac valve diseases,253395003,Mitral valve dysplasia
Mitral valve disease,Cardiac valve diseases,253396002,Mitral leaflet dysplasia
Mitral valve disease,Cardiac valve diseases,253397006,Overriding mitral valve
Mitral valve disease,Cardiac valve diseases,253398001,Dilatation of mitral annulus
Mitral valve disease,Cardiac valve diseases,253399009,Straddling mitral valve
Mitral valve disease,Cardiac valve diseases,253400002,Mitral leaflet abnormality
Mitral valve disease,Cardiac valve diseases,253401003,Absent mitral leaflets
Mitral valve disease,Cardiac valve diseases,253402005,Double orifice of mitral valve
Mitral valve disease,Cardiac valve diseases,253403000,Ebstein-like downward displacement of mitral valve
Mitral valve disease,Cardiac valve diseases,253404006,Anterior leaflet of mitral valve attached to septum
Mitral valve disease,Cardiac valve diseases,253405007,Accessory tissue on mitral leaflet
Mitral valve disease,Cardiac valve diseases,253406008,Abnormality of mitral chordae tendinae
Mitral valve disease,Cardiac valve diseases,253407004,Arcade abnormality of mitral chordae tendinae
Mitral valve disease,Cardiac valve diseases,253408009,Mitral chordae tendinae too short
Mitral valve disease,Cardiac valve diseases,253409001,Mitral chordae tendinae too long
Mitral valve disease,Cardiac valve diseases,253410006,Mitral papillary muscle abnormality
Mitral valve disease,Cardiac valve diseases,253411005,Absent mitral papillary muscle
Mitral valve disease,Cardiac valve diseases,253412003,Fused mitral papillary muscles
Mitral valve disease,Cardiac valve diseases,253413008,Hypoplastic mitral papillary muscle
Mitral valve disease,Cardiac valve diseases,253483002,Abnormality of left atrioventricular valve in double inlet ventricle
Mitral valve disease,Cardiac valve diseases,253484008,Left atrioventricular valve atresia
Mitral valve disease,Cardiac valve diseases,253485009,Imperforate left atrioventricular valve
Mitral valve disease,Cardiac valve diseases,253486005,Left atrioventricular valve dysplasia
Mitral valve disease,Cardiac valve diseases,253487001,Left atrioventricular valve hypoplasia
Mitral valve disease,Cardiac valve diseases,253489003,Overriding left atrioventricular valve
Mitral valve disease,Cardiac valve diseases,253490007,Dilatation of left atrioventricular valve annulus
Mitral valve disease,Cardiac valve diseases,253491006,Left atrioventricular valve stenosis
Mitral valve disease,Cardiac valve diseases,253492004,Straddling left atrioventricular valve
Mitral valve disease,Cardiac valve diseases,253493009,Left atrioventricular valve leaflet abnormality
Mitral valve disease,Cardiac valve diseases,253494003,Absent left atrioventricular valve leaflets
Mitral valve disease,Cardiac valve diseases,253495002,Double orifice of left atrioventricular valve
Mitral valve disease,Cardiac valve diseases,253496001,Ebstein's anomaly of left atrioventricular valve
Mitral valve disease,Cardiac valve diseases,253497005,Left atrioventricular valve prolapse
Mitral valve disease,Cardiac valve diseases,253498000,True cleft of left atrioventricular valve leaflet
Mitral valve disease,Cardiac valve diseases,253499008,Accessory tissue on left atrioventricular valve leaflet
Mitral valve disease,Cardiac valve diseases,253500004,Left atrioventricular valve leaflet dysplasia
Mitral valve disease,Cardiac valve diseases,253501000,Abnormality of left atrioventricular valve chords
Mitral valve disease,Cardiac valve diseases,253502007,Left atrioventricular valve chordae too short
Mitral valve disease,Cardiac valve diseases,253503002,Left atrioventricular valve chordae too long
Mitral valve disease,Cardiac valve diseases,253504008,Left atrioventricular valve chordae to outlet septum
Mitral valve disease,Cardiac valve diseases,253505009,Arcade abnormality of left atrioventricular valve chordae
Mitral valve disease,Cardiac valve diseases,253506005,Abnormality of left atrioventricular valve papillary muscle
Mitral valve disease,Cardiac valve diseases,253507001,Parachute malformation of left atrioventricular valve
Mitral valve disease,Cardiac valve diseases,253508006,Absent left atrioventricular valve papillary muscle
Mitral valve disease,Cardiac valve diseases,253509003,Fused left atrioventricular valve papillary muscles
Mitral valve disease,Cardiac valve diseases,253510008,Hypoplastic left atrioventricular valve papillary muscle
Mitral valve disease,Cardiac valve diseases,265472007,Plastic repair of mitral valve
Mitral valve disease,Cardiac valve diseases,266250003,Mitral papillary muscle rupture
Mitral valve disease,Cardiac valve diseases,266252006,Mitral papillary muscle dysfunction
Mitral valve disease,Cardiac valve diseases,26977004,Repair of mitral valve with prosthesis
Mitral valve disease,Cardiac valve diseases,270906004,Mitral chordae rupture
Mitral valve disease,Cardiac valve diseases,275030001,Ball valve mitral valve replacement
Mitral valve disease,Cardiac valve diseases,275031002,Disc valve mitral valve replacement
Mitral valve disease,Cardiac valve diseases,275032009,Single leaflet mitral valve replacement
Mitral valve disease,Cardiac valve diseases,275033004,Bileaflet mitral valve replacement
Mitral valve disease,Cardiac valve diseases,275214002,Mitral valve replacement NOS
Mitral valve disease,Cardiac valve diseases,276795005,Mitral valve anterior leaflet prolapse
Mitral valve disease,Cardiac valve diseases,286011000119101,Rheumatic mitral valve annular calcification
Mitral valve disease,Cardiac valve diseases,286031000119106,Rheumatic mitral valve prolapse
Mitral valve disease,Cardiac valve diseases,286947004,Chronic mitral valvulitis due to rheumatic heart disease
Mitral valve disease,Cardiac valve diseases,29928006,Congenital insufficiency of mitral valve
Mitral valve disease,Cardiac valve diseases,301185000,Mitral valve vegetations
Mitral valve disease,Cardiac valve diseases,308662007,Porcine mitral valve replacement
Mitral valve disease,Cardiac valve diseases,31085000,Rheumatic mitral regurgitation
Mitral valve disease,Cardiac valve diseases,371813006,Acute mitral regurgitation from chordal rupture (disorder)
Mitral valve disease,Cardiac valve diseases,371814000,Acute mitral regurgitation from chordal dysfunction (disorder)
Mitral valve disease,Cardiac valve diseases,371815004,Acute mitral regurgitation from papillary muscle dysfunction (disorder)
Mitral valve disease,Cardiac valve diseases,371816003,Acute mitral regurgitation from papillary muscle rupture (disorder)
Mitral valve disease,Cardiac valve diseases,373116009,Acute mitral regurgitation
Mitral valve disease,Cardiac valve diseases,40023000,Rheumatic mitral valve failure
Mitral valve disease,Cardiac valve diseases,405551002,Trauma to mitral valve
Mitral valve disease,Cardiac valve diseases,409712001,Mitral valve prolapse
Mitral valve disease,Cardiac valve diseases,417081007,Systolic anterior movement of mitral valve
Mitral valve disease,Cardiac valve diseases,417191003,Mitral valve sclerosis
Mitral valve disease,Cardiac valve diseases,42069006,Myxoid transformation of mitral valve
Mitral valve disease,Cardiac valve diseases,42486006,Implantation of mitral valve with tissue graft
Mitral valve disease,Cardiac valve diseases,428164004,Mitral valve disorder in pregnancy
Mitral valve disease,Cardiac valve diseases,430616003,Abscess of mitral valve
Mitral valve disease,Cardiac valve diseases,431262007,Bacterial abscess of mitral valve
Mitral valve disease,Cardiac valve diseases,431339008,Mechanical prosthetic mitral valve replacement
Mitral valve disease,Cardiac valve diseases,447774002,Congenital midvalvar ring of mitral leaflet
Mitral valve disease,Cardiac valve diseases,447779007,Trifoliate left atrioventricular valve (disorder)
Mitral valve disease,Cardiac valve diseases,447875008,Congenital mass of mitral leaflet
Mitral valve disease,Cardiac valve diseases,448026008,Left atrioventricular valve bifoliate with fused left sided superior and inferior bridging leaflet (disorder)
Mitral valve disease,Cardiac valve diseases,448497000,Congenital deformity of mitral valve annulus
Mitral valve disease,Cardiac valve diseases,448618004,Abnormality of mitral valve annulus
Mitral valve disease,Cardiac valve diseases,448820003,Thickened mitral leaflet
Mitral valve disease,Cardiac valve diseases,448828005,Deficiency of mitral leaflet
Mitral valve disease,Cardiac valve diseases,448844001,Multiple mitral papillary muscles with hammock valve
Mitral valve disease,Cardiac valve diseases,448947009,Congenital abnormality of left atrioventricular valve in double inlet ventricle (disorder)
Mitral valve disease,Cardiac valve diseases,449005003,Absence of mitral chordae tendinae
Mitral valve disease,Cardiac valve diseases,449086000,Ebstein's anomaly of left atrioventricular valve in functionally univentricular heart (disorder)
Mitral valve disease,Cardiac valve diseases,449098005,Congenital abnormality of left atrioventricular valve chordae tendinae in double inlet ventricle (disorder)
Mitral valve disease,Cardiac valve diseases,449099002,Left atrioventricular valve stenosis in double inlet ventricle (disorder)
Mitral valve disease,Cardiac valve diseases,449110001,Congenital billowing of mitral valve leaflet
Mitral valve disease,Cardiac valve diseases,449135007,Congenital stenosis of mitral subvalvular apparatus (disorder)
Mitral valve disease,Cardiac valve diseases,449136008,Fenestration of mitral leaflet
Mitral valve disease,Cardiac valve diseases,449228007,Hypoplasia of left atrioventricular valve annulus in double inlet ventricle (disorder)
Mitral valve disease,Cardiac valve diseases,449270002,Hypoplasia of mitral valve annulus
Mitral valve disease,Cardiac valve diseases,449563001,Absence of primary mitral chordae tendinae
Mitral valve disease,Cardiac valve diseases,44993000,Rheumatic mitral valve and aortic valve stenosis
Mitral valve disease,Cardiac valve diseases,457632005,Obstruction of mitral valve due to neoplasm
Mitral valve disease,Cardiac valve diseases,457637004,Thrombosis of mitral valve
Mitral valve disease,Cardiac valve diseases,457762009,Thrombosis of left atrioventricular (not morphologically mitral) valve (disorder)
Mitral valve disease,Cardiac valve diseases,457767003,Myxomatous degeneration of left atrioventricular (not morphologically mitral) valve leaflet (disorder)
Mitral valve disease,Cardiac valve diseases,457772007,Calcification of left atrioventricular (not morphologically mitral) valve (disorder)
Mitral valve disease,Cardiac valve diseases,457777001,Rupture of left atrioventricular (not morphologically mitral) valve chordae tendinae (disorder)
Mitral valve disease,Cardiac valve diseases,457782008,Rupture of left atrioventricular (not morphologically mitral) valve papillary muscle (disorder)
Mitral valve disease,Cardiac valve diseases,459152004,Infective endocarditis of mitral valve
Mitral valve disease,Cardiac valve diseases,459158000,Infective endocarditis of left atrioventricular (nonmitral) valve
Mitral valve disease,Cardiac valve diseases,459175006,Abscess of left atrioventricular (not morphologically mitral) valve (disorder)
Mitral valve disease,Cardiac valve diseases,460600005,Dysfunction of left atrioventricular (not morphologically mitral) valve papillary muscle
Mitral valve disease,Cardiac valve diseases,460614005,Dilatation of left atrioventricular (not morphologically mitral) valve in double inlet ventricle
Mitral valve disease,Cardiac valve diseases,461108007,Disorder of left atrioventricular (not morphologically mitral) valve prosthesis (disorder)
Mitral valve disease,Cardiac valve diseases,461298006,Acquired abnormality of left atrioventricular (not morphologically mitral) valve (disorder)
Mitral valve disease,Cardiac valve diseases,472832001,Disorder of mitral valve prosthesis
Mitral valve disease,Cardiac valve diseases,472842004,Regurgitation of fetal mitral valve
Mitral valve disease,Cardiac valve diseases,472843009,Stenosis of fetal mitral valve
Mitral valve disease,Cardiac valve diseases,472850008,Regurgitation of fetal left atrioventricular (not morphologically mitral) valve
Mitral valve disease,Cardiac valve diseases,472851007,Stenosis of fetal left atrioventricular (nonmitral) valve
Mitral valve disease,Cardiac valve diseases,473372009,Calcification of mitral valve
Mitral valve disease,Cardiac valve diseases,473374005,Perforation of mitral valve leaflet
Mitral valve disease,Cardiac valve diseases,473379000,Rupture of left atrioventricular (not morphologically mitral) valve leaflet (disorder)
Mitral valve disease,Cardiac valve diseases,473380002,Perforation of left atrioventricular (not morphologically mitral) valve leaflet (disorder)
Mitral valve disease,Cardiac valve diseases,473454002,Disorder of left atrioventricular (nonmitral) valve
Mitral valve disease,Cardiac valve diseases,48724000,Mitral valve regurgitation
Mitral valve disease,Cardiac valve diseases,50216001,Replacement of mitral valve with tissue graft
Mitral valve disease,Cardiac valve diseases,50733009,Replacement of mitral valve with prosthesis
Mitral valve disease,Cardiac valve diseases,53059001,Replacement of mitral valve
Mitral valve disease,Cardiac valve diseases,55278008,Repair of mitral valve with tissue graft
Mitral valve disease,Cardiac valve diseases,58056005,Syphilis of mitral valve
Mitral valve disease,Cardiac valve diseases,694511000000106,Mitral valve replacement NOS
Mitral valve disease,Cardiac valve diseases,698446000,History of replacement of mitral valve with tissue graft
Mitral valve disease,Cardiac valve diseases,698545003,History of mechanical prosthetic mitral valve replacement
Mitral valve disease,Cardiac valve diseases,703157002,Prosthetic mitral valve failure
Mitral valve disease,Cardiac valve diseases,703159004,Prosthetic mitral valve failure requiring replacement
Mitral valve disease,Cardiac valve diseases,703160009,Prosthetic mitral valve failure requiring revision
Mitral valve disease,Cardiac valve diseases,703167007,Prosthetic mitral valve stenosis
Mitral valve disease,Cardiac valve diseases,703168002,Prosthetic mitral valve stenosis and regurgitation
Mitral valve disease,Cardiac valve diseases,703175001,Acute prosthetic mitral valve regurgitation
Mitral valve disease,Cardiac valve diseases,703177009,Prosthetic mitral valve calcific stenosis
Mitral valve disease,Cardiac valve diseases,703179007,Endocarditis of prosthetic mitral valve
Mitral valve disease,Cardiac valve diseases,703224006,Postprocedural mitral regurgitation
Mitral valve disease,Cardiac valve diseases,703225007,Postprocedural mitral valve stenosis (disorder)
Mitral valve disease,Cardiac valve diseases,703259006,Mitral valve regurgitation due to cardiomyopathy
Mitral valve disease,Cardiac valve diseases,703320000,Non-rheumatic mitral valve stenosis with insufficiency
Mitral valve disease,Cardiac valve diseases,703327002,Mitral valve regurgitation due to infiltrative disease
Mitral valve disease,Cardiac valve diseases,703328007,Mitral valve regurgitation due to acute myocardial infarction without papillary muscle and chordal rupture
Mitral valve disease,Cardiac valve diseases,703330009,Mitral valve regurgitation due to acute myocardial infarction with papillary muscle and chordal rupture
Mitral valve disease,Cardiac valve diseases,703358001,Postprocedural mitral regurgitation due to papillary muscle and chordal damage
Mitral valve disease,Cardiac valve diseases,703359009,Degenerative mitral valve prolapse
Mitral valve disease,Cardiac valve diseases,708121009,Non-rheumatic mitral valve disease
Mitral valve disease,Cardiac valve diseases,720583008,Transcatheter implantation of mitral valve using fluoroscopic guidance
Mitral valve disease,Cardiac valve diseases,720612000,Cardiospondylocarpofacial syndrome
Mitral valve disease,Cardiac valve diseases,721841001,Hypogonadism with mitral valve prolapse and intellectual disability syndrome (disorder)
Mitral valve disease,Cardiac valve diseases,726901000000107,Mitral valve atresia
Mitral valve disease,Cardiac valve diseases,736894001,Mitral bi-leaflet mechanical valve prosthesis
Mitral valve disease,Cardiac valve diseases,73941000119109,History of mitral valve prosthesis
Mitral valve disease,Cardiac valve diseases,75372006,Congenital anomaly of mitral valve
Mitral valve disease,Cardiac valve diseases,759461000000109,Congenital abnormality of leaflet of mitral valve
Mitral valve disease,Cardiac valve diseases,759521000000100,Congenital abnormality of mitral papillary muscle
Mitral valve disease,Cardiac valve diseases,759531000000103,Elongated mitral papillary muscle
Mitral valve disease,Cardiac valve diseases,759541000000107,Shortened mitral papillary muscle
Mitral valve disease,Cardiac valve diseases,759611000000105,Associated mass of left atrioventricular valve leaflet
Mitral valve disease,Cardiac valve diseases,759621000000104,Gelatinous left atrioventricular valve leaflet
Mitral valve disease,Cardiac valve diseases,759631000000102,Noncoapting left atrioventricular valve leaflet
Mitral valve disease,Cardiac valve diseases,759641000000106,Flail of left atrioventricular valve leaflet
Mitral valve disease,Cardiac valve diseases,759941000000101,Congenital subvalvar mitral stenosis
Mitral valve disease,Cardiac valve diseases,759971000000107,Accessory mitral leaflet
Mitral valve disease,Cardiac valve diseases,760021000000106,Gelatinous mitral leaflet
Mitral valve disease,Cardiac valve diseases,760031000000108,Noncoapting mitral leaflet
Mitral valve disease,Cardiac valve diseases,760041000000104,Flail of mitral leaflet
Mitral valve disease,Cardiac valve diseases,760051000000101,Congenital abnormality of mitral chordae tendinae
Mitral valve disease,Cardiac valve diseases,771075004,Macrothrombocytopenia with mitral valve insufficiency
Mitral valve disease,Cardiac valve diseases,77181006,Implantation of mitral valve prosthesis or synthetic device
Mitral valve disease,Cardiac valve diseases,78196008,Double mitral valve
Mitral valve disease,Cardiac valve diseases,78495000,Cleft leaflet of mitral valve
Mitral valve disease,Cardiac valve diseases,785847000,Arrhythmogenic bileaflet mitral prolapse
Mitral valve disease,Cardiac valve diseases,786040006,Mitral valve posterior leaflet prolapse
Mitral valve disease,Cardiac valve diseases,787001,Rheumatic mitral stenosis with regurgitation
Mitral valve disease,Cardiac valve diseases,79619009,Mitral valve stenosis
Mitral valve disease,Cardiac valve diseases,8074002,Mitral valve prolapse syndrome
Mitral valve disease,Cardiac valve diseases,81552002,Rheumatic mitral valve insufficiency and aortic valve stenosis
Mitral valve disease,Cardiac valve diseases,82458004,Congenital stenosis of mitral valve
Mitral valve disease,Cardiac valve diseases,838333005,Atresia of mitral valve with absent atrioventricular connection
Mitral valve disease,Cardiac valve diseases,838448003,Mild mitral valve stenosis
Mitral valve disease,Cardiac valve diseases,838449006,Moderate mitral valve stenosis
Mitral valve disease,Cardiac valve diseases,838450006,Severe mitral valve stenosis
Mitral valve disease,Cardiac valve diseases,838451005,Mild mitral valve regurgitation
Mitral valve disease,Cardiac valve diseases,838452003,Moderate mitral valve regurgitation
Mitral valve disease,Cardiac valve diseases,838453008,Severe mitral valve regurgitation
Mitral valve disease,Cardiac valve diseases,838454002,Mild tricuspid valve regurgitation
Mitral valve disease,Cardiac valve diseases,83898004,Rheumatic disease of mitral valve
Mitral valve disease,Cardiac valve diseases,86466006,Rheumatic mitral stenosis
Mitral valve disease,Cardiac valve diseases,865411000000100,Thoracoscopic assisted repair of mitral valve
Mitral valve disease,Cardiac valve diseases,865421000000106,Thoracoscopic assisted replacement of mitral valve
Mitral valve disease,Cardiac valve diseases,871583003,Congenital anomaly of left-sided atrioventricular valve in double inlet ventricle (disorder)
Mitral valve disease,Cardiac valve diseases,871652008,Mitral atresia with imperforate mitral valve
Mitral valve disease,Cardiac valve diseases,880009005,Acquired abnormality of left atrioventricular valve following repair of double inlet ventricle
Mitral valve disease,Cardiac valve diseases,890393009,Congenital prolapse of mitral valve
Mitral valve disease,Cardiac valve diseases,91634006,Fused commissures of mitral valve
Mitral valve disease,Cardiac valve diseases,92923008,Congenital abnormal shape of mitral valve
Mitral valve disease,Cardiac valve diseases,92969008,Congenital absence of mitral valve
Mitral valve disease,Cardiac valve diseases,93234006,Congenital hypertrophy of mitral valve
Mitral valve disease,Cardiac valve diseases,93271008,Congenital hypoplasia of mitral valve
Mitral valve disease,Cardiac valve diseases,96261000119103,History of tissue graft mitral valve replacement
Mitral valve disease,Cardiac valve diseases,96271000119109,History of mechanical mitral valve replacement
Mitral valve disease,Cardiac valve diseases,96331000119104,History of porcine mitral valve replacement
Multiple valve disease,Cardiac valve diseases,1003863006,Stenosis of truncal valve following procedure
Multiple valve disease,Cardiac valve diseases,16440002,Rheumatic disease of mitral AND aortic valves
Multiple valve disease,Cardiac valve diseases,194732001,Diseases of mitral and aortic valves
Multiple valve disease,Cardiac valve diseases,194734000,Mitral stenosis and aortic insufficiency
Multiple valve disease,Cardiac valve diseases,194736003,Mitral and aortic incompetence
Multiple valve disease,Cardiac valve diseases,195003002,Disorders of both aortic and tricuspid valves
Multiple valve disease,Cardiac valve diseases,195005009,"Combined disorders of mitral, aortic and tricuspid valves"
Multiple valve disease,Cardiac valve diseases,21849008,Triple valve replacement
Multiple valve disease,Cardiac valve diseases,232948007,Replacement of truncal valve
Multiple valve disease,Cardiac valve diseases,232949004,Homograft truncal valve replacement
Multiple valve disease,Cardiac valve diseases,232950004,Xenograft truncal valve replacement
Multiple valve disease,Cardiac valve diseases,232951000,Mechanical prosthetic truncal valve replacement
Multiple valve disease,Cardiac valve diseases,232955009,Replacement of implanted truncal valve
Multiple valve disease,Cardiac valve diseases,233601000000100,Aortic root replacement using pulmonary valve autograft with right ventricle to pulmonary artery valved conduit and aortoventriculoplasty
Multiple valve disease,Cardiac valve diseases,253374008,Congenital abnormality of atrioventricular valves and atrioventricular septal defect
Multiple valve disease,Cardiac valve diseases,253578007,Congenital abnormality of arterial valves
Multiple valve disease,Cardiac valve diseases,253579004,Truncal valve abnormality
Multiple valve disease,Cardiac valve diseases,253581002,Truncal valve stenosis
Multiple valve disease,Cardiac valve diseases,253582009,Truncal valve regurgitation
Multiple valve disease,Cardiac valve diseases,253583004,Truncal valve prolapse
Multiple valve disease,Cardiac valve diseases,253584005,Accessory tissue on truncal valve cusp
Multiple valve disease,Cardiac valve diseases,308672005,Biological truncal valve replacement
Multiple valve disease,Cardiac valve diseases,308673000,Ball valve truncal valve replacement
Multiple valve disease,Cardiac valve diseases,308674006,Disc valve truncal valve replacement
Multiple valve disease,Cardiac valve diseases,308675007,Single leaflet truncal valve replacement
Multiple valve disease,Cardiac valve diseases,308676008,Bileaflet truncal valve replacement
Multiple valve disease,Cardiac valve diseases,370141003,Rheumatic mitral AND aortic valve obstruction
Multiple valve disease,Cardiac valve diseases,37119005,Double valve replacement with valvuloplasty of one valve
Multiple valve disease,Cardiac valve diseases,41371000119100,Shone complex
Multiple valve disease,Cardiac valve diseases,428501002,Replacement of aortic root using pulmonary valve autograft with right ventricle to pulmonary artery valved conduit
Multiple valve disease,Cardiac valve diseases,447681003,Continuity between mitral valve and pulmonary valve
Multiple valve disease,Cardiac valve diseases,447682005,Discontinuity between mitral valve and aortic valve
Multiple valve disease,Cardiac valve diseases,448102009,Quadricuspid truncal valve (disorder)
Multiple valve disease,Cardiac valve diseases,448118003,Atrioventricular septal defect with atrial and ventricular components and separate atrioventricular valves (disorder)
Multiple valve disease,Cardiac valve diseases,448729006,Common atrioventricular valve in functionally univentricular heart (disorder)
Multiple valve disease,Cardiac valve diseases,448780007,Ventricular septal defect with absent outlet septum and overriding truncal valve with extension of membranous septum (disorder)
Multiple valve disease,Cardiac valve diseases,448793002,Bicuspid truncal valve (disorder)
Multiple valve disease,Cardiac valve diseases,448821004,Abnormality of truncal valve cusp (disorder)
Multiple valve disease,Cardiac valve diseases,448827000,Ventricular septal defect with absent outlet septum and overriding truncal valve with inferior muscular rim (disorder)
Multiple valve disease,Cardiac valve diseases,449037002,Truncal valve overriding ventricular septum (disorder)
Multiple valve disease,Cardiac valve diseases,449139001,Commissural fusion of truncal valve (disorder)
Multiple valve disease,Cardiac valve diseases,449544002,Deficiency of truncal valve cusp (disorder)
Multiple valve disease,Cardiac valve diseases,449564007,Fenestration of truncal valve cusp (disorder)
Multiple valve disease,Cardiac valve diseases,457707000,Thrombosis of truncal valve (disorder)
Multiple valve disease,Cardiac valve diseases,457712004,Calcification of truncal valve (disorder)
Multiple valve disease,Cardiac valve diseases,457717005,Perforation of truncal valve cusp (disorder)
Multiple valve disease,Cardiac valve diseases,457722005,Rupture of truncal valve cusp (disorder)
Multiple valve disease,Cardiac valve diseases,457727004,Thrombosis of common atrioventricular valve (disorder)
Multiple valve disease,Cardiac valve diseases,457732003,Calcification of common atrioventricular valve (disorder)
Multiple valve disease,Cardiac valve diseases,458038006,Abscess of truncal valve (disorder)
